Uniprot_Id,Protein_Name,Gene_Name,M1,M2,M3,M4,M5,M6,M7,M8,M9
P63162,"Small nuclear ribonucleoprotein-associated protein N, snRNP-N (Sm protein D, Sm-D) (Sm protein N, Sm-N, SmN) (Tissue-specific-splicing protein)",SNRPN,58661,1168,13214,89647,12494,26756,23355,21223,254
P63208,"S-phase kinase-associated protein 1 (Cyclin-A/CDK2-associated protein p19, p19A) (Organ of Corti protein 2, OCP-2) (Organ of Corti protein II, OCP-II) (RNA polymerase II elongation factor-like protein) (SIII) (Transcription elongation factor B polypeptide 1-like) (p19skp1)",SKP1,0,1664,52775,8369,22718,24296,21625,2436,68197
P63218,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5,GNG5,0,73156,0,14356,1381,23642,1126,16369,8178
P63241,"Eukaryotic translation initiation factor 5A-1, eIF-5A-1, eIF-5A1 (Eukaryotic initiation factor 5A isoform 1, eIF-5A) (Rev-binding factor) (eIF-4D)",EIF5A,16353,0,85388,11567,28317,71127,18898,54516,41132
P63244,"Receptor of activated protein C kinase 1 (Cell proliferation-inducing gene 21 protein) (Guanine nucleotide-binding protein subunit beta-2-like 1) (Guanine nucleotide-binding protein subunit beta-like protein 12.3) (Human lung cancer oncogene 7 protein, HLC-7) (Receptor for activated C kinase) (Small ribosomal subunit protein RACK1) [Cleaved into: Receptor of activated protein C kinase 1, N-terminally processed (Guanine nucleotide-binding protein subunit beta-2-like 1, N-terminally processed) ]",RACK1,67198,8314,13886,91428,12817,625,57532,16966,21873
P63261,"Actin, cytoplasmic 2 (Gamma-actin) [Cleaved into: Actin, cytoplasmic 2, N-terminally processed ]",ACTG1,6774,22161,26217,16194,25528,3438,18856,4765,4249
P63313,Thymosin beta-10,TMSB10,0,7137,0,29572,36858,74576,13364,12499,7761
P67936,Tropomyosin alpha-4 chain (TM30p1) (Tropomyosin-4),TPM4,41647,12113,12214,74743,62748,15247,12314,15985,3379
P68032,"Actin, alpha cardiac muscle 1 (Alpha-cardiac actin) [Cleaved into: Actin, alpha cardiac muscle 1, intermediate form ]",ACTC1,17956,5483,94532,84433,9842,21817,37435,2492,3279
P68036,"Ubiquitin-conjugating enzyme E2 L3, EC 2.3.2.23 (E2 ubiquitin-conjugating enzyme L3) (L-UBC) (UbcH7) (Ubiquitin carrier protein L3) (Ubiquitin-conjugating enzyme E2-F1) (Ubiquitin-protein ligase L3)",UBE2L3,0,11561,19855,87371,2678,6619,94713,47354,81414
P68104,"Elongation factor 1-alpha 1, EF-1-alpha-1 (Elongation factor Tu, EF-Tu) (Eukaryotic elongation factor 1 A-1, eEF1A-1) (Leukocyte receptor cluster member 7)",EEF1A1,14315,26766,267,91182,12516,34614,16328,24181,24245
P68366,Tubulin alpha-4A chain (Alpha-tubulin 1) (Testis-specific alpha-tubulin) (Tubulin H2-alpha) (Tubulin alpha-1 chain),TUBA4A,46347,0,0,42152,1388,1865,71346,16921,1199
P68371,Tubulin beta-4B chain (Tubulin beta-2 chain) (Tubulin beta-2C chain),TUBB4B,1592,51664,23741,1538,23177,5541,1173,3997,3225
P68871,Hemoglobin subunit beta (Beta-globin) (Hemoglobin beta chain) [Cleaved into: LVV-hemorphin-7; Spinorphin ],HBB,55367,39455,2531,2774,24474,24793,12276,4455,53587
P69892,Hemoglobin subunit gamma-2 (Gamma-2-globin) (Hb F Ggamma) (Hemoglobin gamma-2 chain) (Hemoglobin gamma-G chain),HBG2,14973,6971,2531,13132,7194,385,21866,96122,19123
P69905,Hemoglobin subunit alpha (Alpha-globin) (Hemoglobin alpha chain),HBA1; HBA2,45881,39391,17567,17373,13847,12529,11321,2973,38639
P78371,"T-complex protein 1 subunit beta, TCP-1-beta (CCT-beta)",CCT2,0,86591,15812,187,21733,37261,25136,6677,4764
P78417,"Glutathione S-transferase omega-1, GSTO-1, EC 2.5.1.18 (Glutathione S-transferase omega 1-1, GSTO 1-1) (Glutathione-dependent dehydroascorbate reductase, EC 1.8.5.1) (Monomethylarsonic acid reductase, MMA(V) reductase, EC 1.20.4.2) (S-(Phenacyl)glutathione reductase, SPG-R)",GSTO1,98361,253,2942,14825,19997,8714,78493,72445,1847
P80188,"Neutrophil gelatinase-associated lipocalin, NGAL (25 kDa alpha-2-microglobulin-related subunit of MMP-9) (Lipocalin-2) (Oncogene 24p3) (Siderocalin) (p25)",LCN2,18978,1593,41856,35869,93893,4628,2194,67798,27147
P80303,Nucleobindin-2 (DNA-binding protein NEFA) (Epididymis secretory protein Li 109) (Gastric cancer antigen Zg4) (Prepronesfatin) [Cleaved into: Nesfatin-1 ],NUCB2,7134,16142,11439,11634,77189,82247,22812,4331,6888
P80511,"Protein S100-A12 (CGRP) (Calcium-binding protein in amniotic fluid 1, CAAF1) (Calgranulin-C, CAGC) (Extracellular newly identified RAGE-binding protein, EN-RAGE) (Migration inhibitory factor-related protein 6, MRP-6, p6) (Neutrophil S100 protein) (S100 calcium-binding protein A12) [Cleaved into: Calcitermin ]",S100A12,86582,16293,1577,42642,366,13855,46748,14899,29653
P80723,Brain acid soluble protein 1 (22 kDa neuronal tissue-enriched acidic protein) (Neuronal axonal membrane protein NAP-22),BASP1,54413,24858,2853,4141,1386,16225,56376,23236,5535
P80748,Immunoglobulin lambda variable 3-21 (Ig lambda chain V-III region LOI) (Ig lambda chain V-V region DEL) (Ig lambda chain V-VII region MOT),IGLV3-21,2214,48494,15564,17944,21173,26542,72269,48381,4296
P84077,ADP-ribosylation factor 1,ARF1,1448,48788,24339,11223,1355,37723,5273,36982,43457
P84090,Enhancer of rudimentary homolog,ERH,0,58415,8372,15984,14893,3179,21572,35175,19615
P84103,"Serine/arginine-rich splicing factor 3 (Pre-mRNA-splicing factor SRP20) (Splicing factor, arginine/serine-rich 3)",SRSF3,19481,91544,9766,9822,14466,25557,24542,2339,18254
P84243,Histone H3.3,H3-3A; H3-3B,195,1862,3846,41263,44368,8121,83827,15431,548
P98088,"Mucin-5AC, MUC-5AC (Gastric mucin) (Major airway glycoprotein) (Mucin-5 subtype AC, tracheobronchial) (Tracheobronchial mucin, TBM)",MUC5AC,3521,2241,15363,6559,39292,13696,543,3757,16536
P99999,Cytochrome c,CYCS,1223,29392,41335,13448,36397,62939,22778,28662,22734
Q00610,"Clathrin heavy chain 1 (Clathrin heavy chain on chromosome 17, CLH-17)",CLTC,0,1567,21344,1538,11234,52281,1855,37719,646
Q00839,"Heterogeneous nuclear ribonucleoprotein U, hnRNP U (GRIP120) (Nuclear p120 ribonucleoprotein) (Scaffold-attachment factor A, SAF-A) (p120) (pp120)",HNRNPU,0,45892,12987,89993,271,53771,4357,37463,2384
Q01082,"Spectrin beta chain, non-erythrocytic 1 (Beta-II spectrin) (Fodrin beta chain) (Spectrin, non-erythroid beta chain 1)",SPTBN1,39293,53929,1232,0,25799,48317,68171,34265,0
Q01105,"Protein SET (HLA-DR-associated protein II) (Inhibitor of granzyme A-activated DNase, IGAAD) (PHAPII) (Phosphatase 2A inhibitor I2PP2A, I-2PP2A) (Template-activating factor I, TAF-I)",SET,17473,0,1451,99916,1964,4141,16444,27164,2396
Q01469,"Fatty acid-binding protein 5 (Epidermal-type fatty acid-binding protein, E-FABP) (Fatty acid-binding protein, epidermal) (Psoriasis-associated fatty acid-binding protein homolog, PA-FABP)",FABP5,1211,38784,21552,21453,52597,17615,52516,98247,69881
Q01518,"Adenylyl cyclase-associated protein 1, CAP 1",CAP1,6753,13166,91361,7468,65932,17934,51923,38619,2177
Q01844,RNA-binding protein EWS (EWS oncogene) (Ewing sarcoma breakpoint region 1 protein),EWSR1,0,5825,0,4721,75445,9832,2636,1232,66829
Q02818,Nucleobindin-1 (CALNUC),NUCB1,0,0,77116,88398,54771,38729,69966,1258,1879
Q02878,"60S ribosomal protein L6 (Large ribosomal subunit protein eL6) (Neoplasm-related protein C140) (Tax-responsive enhancer element-binding protein 107, TaxREB107)",RPL6,45823,57283,0,58714,63354,9526,65136,24936,79999
Q03591,"Complement factor H-related protein 1, FHR-1 (H factor-like protein 1, H-factor-like 1) (H36)",CFHR1,56571,3789,1996,19223,4157,11689,52782,37191,2786
Q04760,"Lactoylglutathione lyase, EC 4.4.1.5 (Aldoketomutase) (Glyoxalase I, Glx I) (Ketone-aldehyde mutase) (Methylglyoxalase) (S-D-lactoylglutathione methylglyoxal lyase)",GLO1,0,0,52978,1927,15162,7769,21495,26241,37668
Q04917,14-3-3 protein eta (Protein AS1),YWHAH,7464,9892,24791,28296,5717,1278,6319,94799,89218
Q06033,"Inter-alpha-trypsin inhibitor heavy chain H3, ITI heavy chain H3, ITI-HC3, Inter-alpha-inhibitor heavy chain 3 (Serum-derived hyaluronan-associated protein, SHAP)",ITIH3,47728,383,26212,116,64182,83411,15577,11259,55864
Q06323,"Proteasome activator complex subunit 1 (11S regulator complex subunit alpha, REG-alpha) (Activator of multicatalytic protease subunit 1) (Interferon gamma up-regulated I-5111 protein, IGUP I-5111) (Proteasome activator 28 subunit alpha, PA28a, PA28alpha)",PSME1,3783,16113,12677,2613,3121,64249,3852,53119,58719
Q06830,"Peroxiredoxin-1, EC 1.11.1.24 (Natural killer cell-enhancing factor A, NKEF-A) (Proliferation-associated gene protein, PAG) (Thioredoxin peroxidase 2) (Thioredoxin-dependent peroxide reductase 2) (Thioredoxin-dependent peroxiredoxin 1)",PRDX1,182,28299,31343,21754,44143,8129,2981,792,68534
Q07654,"Trefoil factor 3 (Intestinal trefoil factor, hITF) (Polypeptide P1.B, hP1.B)",TFF3,95683,23666,15172,1439,5154,45138,79853,22249,2511
Q08380,"Galectin-3-binding protein (Basement membrane autoantigen p105) (Lectin galactoside-binding soluble 3-binding protein) (Mac-2-binding protein, MAC2BP, Mac-2 BP) (Tumor-associated antigen 90K)",LGALS3BP,11239,2347,39596,2245,36139,26711,17869,2211,22289
Q09666,Neuroblast differentiation-associated protein AHNAK (Desmoyokin),AHNAK,0,5271,5966,18739,23655,65314,39553,31367,22797
Q0VD83,"Apolipoprotein B receptor (Apolipoprotein B-100 receptor) (Apolipoprotein B-48 receptor, Apolipoprotein B48 receptor, apoB-48R)",APOBR,4828,8275,1131,58291,0,6788,1579,97656,16744
Q10567,AP-1 complex subunit beta-1 (Adaptor protein complex AP-1 subunit beta-1) (Adaptor-related protein complex 1 subunit beta-1) (Beta-1-adaptin) (Beta-adaptin 1) (Clathrin assembly protein complex 1 beta large chain) (Golgi adaptor HA1/AP1 adaptin beta subunit),AP1B1,4636,13916,6721,0,728,13611,158,2282,16123
Q10588,"ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2, EC 3.2.2.6 (ADP-ribosyl cyclase 2) (Bone marrow stromal antigen 1, BST-1) (Cyclic ADP-ribose hydrolase 2, cADPr hydrolase 2) (CD antigen CD157)",BST1,18611,28452,4391,0,39281,76378,49559,17995,0
Q12805,"EGF-containing fibulin-like extracellular matrix protein 1 (Extracellular protein S1-5) (Fibrillin-like protein) (Fibulin-3, FIBL-3)",EFEMP1,31846,3879,97142,0,36371,11217,1314,5244,0
Q12841,Follistatin-related protein 1 (Follistatin-like protein 1),FSTL1,52579,14598,34684,53778,2817,16158,24778,66741,83452
Q12905,Interleukin enhancer-binding factor 2 (Nuclear factor of activated T-cells 45 kDa),ILF2,0,88112,43643,7515,8412,1244,1133,1863,9221
Q12906,"Interleukin enhancer-binding factor 3 (Double-stranded RNA-binding protein 76, DRBP76) (M-phase phosphoprotein 4, MPP4) (Nuclear factor associated with dsRNA, NFAR) (Nuclear factor of activated T-cells 90 kDa, NF-AT-90) (Translational control protein 80, TCP80)",ILF3,0,5195,0,41473,49178,35115,143,17933,1217
Q13185,"Chromobox protein homolog 3 (HECH) (Heterochromatin protein 1 homolog gamma, HP1 gamma) (Modifier 2 protein)",CBX3,3335,623,4957,5593,72535,21349,22992,43239,12676
Q13228,"Methanethiol oxidase, MTO, EC 1.8.3.4 (56 kDa selenium-binding protein, SBP56, SP56) (Selenium-binding protein 1)",SELENBP1,74556,6921,28964,5449,8822,18414,7336,16974,17378
Q13404,"Ubiquitin-conjugating enzyme E2 variant 1, UEV-1 (CROC-1) (TRAF6-regulated IKK activator 1 beta Uev1A)",UBE2V1,0,13189,0,84498,69152,24723,1679,2289,24696
Q13510,"Acid ceramidase, AC, ACDase, Acid CDase, EC 3.5.1.23 (Acylsphingosine deacylase) (N-acylethanolamine hydrolase ASAH1, EC 3.5.1.-) (N-acylsphingosine amidohydrolase) (Putative 32 kDa heart protein, PHP32) [Cleaved into: Acid ceramidase subunit alpha; Acid ceramidase subunit beta ]",ASAH1,22745,2815,23592,44842,46927,16481,19933,66873,27612
Q13813,"Spectrin alpha chain, non-erythrocytic 1 (Alpha-II spectrin) (Fodrin alpha chain) (Spectrin, non-erythroid alpha subunit)",SPTAN1,3584,18859,1865,7779,94281,1674,53643,5818,1884
Q13938,Calcyphosin (Calcyphosine),CAPS,29999,1989,5918,2452,2725,166,28984,4127,38875
Q14019,Coactosin-like protein,COTL1,14329,59591,48147,25121,24319,8339,13294,11246,24894
Q14103,"Heterogeneous nuclear ribonucleoprotein D0, hnRNP D0 (AU-rich element RNA-binding protein 1)",HNRNPD,0,11757,2627,1353,22377,7264,45666,5366,4814
Q14204,"Cytoplasmic dynein 1 heavy chain 1 (Cytoplasmic dynein heavy chain 1) (Dynein heavy chain, cytosolic)",DYNC1H1,0,33266,53243,0,77323,25868,1458,76426,24216
Q14508,WAP four-disulfide core domain protein 2 (Epididymal secretory protein E4) (Major epididymis-specific protein E4) (Putative protease inhibitor WAP5),WFDC2,15689,57267,14166,5492,2589,25816,74321,51282,0
Q14624,"Inter-alpha-trypsin inhibitor heavy chain H4, ITI heavy chain H4, ITI-HC4, Inter-alpha-inhibitor heavy chain 4 (Inter-alpha-trypsin inhibitor family heavy chain-related protein, IHRP) (Plasma kallikrein sensitive glycoprotein 120, Gp120, PK-120) [Cleaved into: 70 kDa inter-alpha-trypsin inhibitor heavy chain H4; 35 kDa inter-alpha-trypsin inhibitor heavy chain H4 ]",ITIH4,67788,38154,42698,1657,44586,19519,114,9278,35427
Q14651,"Plastin-1 (Intestine-specific plastin, I-plastin)",PLS1,3995,57153,7924,57859,98355,93873,0,4821,5146
Q14764,"Major vault protein, MVP (Lung resistance-related protein)",MVP,43351,6755,1155,15947,1218,2287,1951,4192,25671
Q14847,"LIM and SH3 domain protein 1, LASP-1 (Metastatic lymph node gene 50 protein, MLN 50)",LASP1,69465,1212,31552,19752,28623,73679,186,7885,15884
Q15019,"Septin-2 (Neural precursor cell expressed developmentally down-regulated protein 5, NEDD-5)",SEPTIN2,19916,56671,76825,78165,14452,14934,8484,91212,3361
Q15063,"Periostin, PN (Osteoblast-specific factor 2, OSF-2)",POSTN,12247,5794,59445,1385,8887,44125,0,65687,0
Q15149,"Plectin, PCN, PLTN (Hemidesmosomal protein 1, HD1) (Plectin-1)",PLEC,853,5385,2365,34296,2881,7631,16379,4959,6481
Q15181,"Inorganic pyrophosphatase, EC 3.6.1.1 (Pyrophosphate phospho-hydrolase, PPase)",PPA1,86922,15143,0,11344,92953,26836,13712,2389,18373
Q15185,"Prostaglandin E synthase 3, EC 5.3.99.3 (Cytosolic prostaglandin E2 synthase, cPGES) (Hsp90 co-chaperone) (Progesterone receptor complex p23) (Telomerase-binding protein p23)",PTGES3,0,8553,77142,8589,342,78165,16774,2639,13722
Q15365,"Poly(rC)-binding protein 1 (Alpha-CP1) (Heterogeneous nuclear ribonucleoprotein E1, hnRNP E1) (Nucleic acid-binding protein SUB2.3)",PCBP1,0,77958,1141,1279,236,42173,4197,44212,135
Q15435,Protein phosphatase 1 regulatory subunit 7 (Protein phosphatase 1 regulatory subunit 22),PPP1R7,0,15399,0,31993,17136,74983,86622,65767,78143
Q15582,"Transforming growth factor-beta-induced protein ig-h3, Beta ig-h3 (Kerato-epithelin) (RGD-containing collagen-associated protein, RGD-CAP)",TGFBI,88428,2195,52486,22933,16894,16323,0,3227,87383
Q15631,"Translin, EC 3.1.-.- (Component 3 of promoter of RISC, C3PO)",TSN,148,39874,19864,32952,49685,125,2127,15518,93622
Q15907,"Ras-related protein Rab-11B, EC 3.6.5.2 (GTP-binding protein YPT3)",RAB11B,78136,28117,23967,75867,12634,2189,46796,26253,19574
Q15942,Zyxin (Zyxin-2),ZYX,19854,1279,26877,1787,1137,18839,7164,2577,34893
Q16378,Proline-rich protein 4 (Lacrimal proline-rich protein) (Nasopharyngeal carcinoma-associated proline-rich protein 4),PRR4,48293,4917,1892,32227,34579,13128,22552,19114,25934
Q16543,"Hsp90 co-chaperone Cdc37 (Hsp90 chaperone protein kinase-targeting subunit) (p50Cdc37) [Cleaved into: Hsp90 co-chaperone Cdc37, N-terminally processed ]",CDC37,0,0,16659,1464,1479,16527,1769,2243,3482
Q16555,"Dihydropyrimidinase-related protein 2, DRP-2 (Collapsin response mediator protein 2, CRMP-2) (N2A3) (Unc-33-like phosphoprotein 2, ULIP-2)",DPYSL2,0,3333,32237,1527,4572,34778,4513,1498,1277
Q16769,"Glutaminyl-peptide cyclotransferase, EC 2.3.2.5 (Glutaminyl cyclase, QC, sQC) (Glutaminyl-tRNA cyclotransferase) (Glutamyl cyclase, EC)",QPCT,24768,28792,24512,7167,61643,4274,1236,6554,81745
Q16851,"UTP--glucose-1-phosphate uridylyltransferase, EC 2.7.7.9 (UDP-glucose pyrophosphorylase, UDPGP, UGPase)",UGP2,0,63926,12566,1356,22745,31888,56753,77148,39845
Q16881,"Thioredoxin reductase 1, cytoplasmic, TR, EC 1.8.1.9 (Gene associated with retinoic and interferon-induced mortality 12 protein, GRIM-12, Gene associated with retinoic and IFN-induced mortality 12 protein) (KM-102-derived reductase-like factor) (Peroxidase TXNRD1, EC 1.11.1.2) (Thioredoxin reductase TR1)",TXNRD1,8955,35215,29238,11638,19799,47593,25987,33768,3278
Q32MZ4,"Leucine-rich repeat flightless-interacting protein 1, LRR FLII-interacting protein 1 (GC-binding factor 2) (TAR RNA-interacting protein)",LRRFIP1,67989,144,1859,1899,11466,26833,46442,2247,3879
Q53GD3,"Choline transporter-like protein 4 (Solute carrier family 44 member 4) (Thiamine pyrophosphate transporter 1, hTPPT1)",SLC44A4,2142,722,74946,22569,7842,12864,35813,7595,73435
Q5TZA2,Rootletin (Ciliary rootlet coiled-coil protein),CROCC,19238,7292,1757,89326,16943,25174,14771,1726,14222
Q68D86,Coiled-coil domain-containing protein 102B,CCDC102B,1256,14593,12942,13488,2846,24296,21579,7965,19799
Q6IBS0,"Twinfilin-2 (A6-related protein, hA6RP) (Protein tyrosine kinase 9-like) (Twinfilin-1-like protein)",TWF2,55835,13646,2343,51153,57139,36238,5414,13779,4537
Q6P4A8,"Phospholipase B-like 1, EC 3.1.1.- (LAMA-like protein 1) (Lamina ancestor homolog 1) (Phospholipase B domain-containing protein 1) [Cleaved into: Phospholipase B-like 1 chain A; Phospholipase B-like 1 chain B; Phospholipase B-like 1 chain C ]",PLBD1,6312,12541,57381,12676,18573,14344,61659,17653,33537
Q6P5S2,Protein LEG1 homolog,LEG1,4224,17136,26662,8654,11454,3436,23593,2851,3572
Q6UX06,"Olfactomedin-4, OLM4 (Antiapoptotic protein GW112) (G-CSF-stimulated clone 1 protein, hGC-1) (hOLfD)",OLFM4,29935,13267,45383,14119,63467,24224,14445,8249,97599
Q6UXB2,"C-X-C motif chemokine 17, 6-Cys CXCL17 (Dendritic cell and monocyte chemokine-like protein, DMC) (VEGF coregulated chemokine 1) [Cleaved into: 4-Cys CXCL17 ]",CXCL17,9178,31993,57785,91166,66262,6141,22686,78521,23529
Q6UXY8,Transmembrane channel-like protein 5,TMC5,85258,2632,3629,0,15116,17877,18322,0,33538
Q6XQN6,"Nicotinate phosphoribosyltransferase, NAPRTase, EC 6.3.4.21 (FHA-HIT-interacting protein) (Nicotinate phosphoribosyltransferase domain-containing protein 1)",NAPRT,0,4572,6239,4871,45414,1522,33873,11147,17818
Q71DI3,Histone H3.2 (H3-clustered histone 13) (H3-clustered histone 14) (H3-clustered histone 15) (Histone H3/m) (Histone H3/o),H3C15; H3C14; H3C13,44138,34211,4621,29869,1376,24688,0,56591,14458
Q71U36,Tubulin alpha-1A chain (Alpha-tubulin 3) (Tubulin B-alpha-1) (Tubulin alpha-3 chain) [Cleaved into: Detyrosinated tubulin alpha-1A chain ],TUBA1A,11834,51772,21263,13625,3784,74341,1626,55599,4331
Q7Z404,Transmembrane channel-like protein 4,TMC4,12845,28419,38344,73623,11778,1496,13742,66782,0
Q86VB7,"Scavenger receptor cysteine-rich type 1 protein M130 (Hemoglobin scavenger receptor) (CD antigen CD163) [Cleaved into: Soluble CD163, sCD163 ]",CD163,53433,19219,9626,71321,3125,4689,0,4222,13528
Q86VP6,"Cullin-associated NEDD8-dissociated protein 1 (Cullin-associated and neddylation-dissociated protein 1) (TBP-interacting protein of 120 kDa A, TBP-interacting protein 120A) (p120 CAND1)",CAND1,43212,17584,0,439,73611,57582,5823,19363,11448
Q8IWL2,"Pulmonary surfactant-associated protein A1, PSP-A, PSPA, SP-A, SP-A1 (35 kDa pulmonary surfactant-associated protein) (Alveolar proteinosis protein) (Collectin-4)",SFTPA1,15412,0,14479,3257,12483,78947,64215,73554,91674
Q8IZ83,Aldehyde dehydrogenase family 16 member A1,ALDH16A1,0,27355,16252,29452,2184,38551,0,76562,61769
Q8N4F0,"BPI fold-containing family B member 2 (Bactericidal/permeability-increasing protein-like 1, BPI-like 1) (Long palate, lung and nasal epithelium carcinoma-associated protein 2) (RYSR)",BPIFB2,3572,18188,41846,23179,56724,1565,2948,18899,2384
Q8NBJ4,Golgi membrane protein 1 (Golgi membrane protein GP73) (Golgi phosphoprotein 2),GOLM1,22988,0,13523,76986,73872,79224,4882,217,51176
Q8NC51,"Plasminogen activator inhibitor 1 RNA-binding protein (PAI1 RNA-binding protein 1, PAI-RBP1) (SERPINE1 mRNA-binding protein 1)",SERBP1,0,0,86493,4843,16838,1522,2463,15628,1921
Q8NFU3,"Thiosulfate:glutathione sulfurtransferase, TST, EC 2.8.1.-",TSTD1,0,58366,0,84519,181,68934,73398,2713,17684
Q8NG11,"Tetraspanin-14, Tspan-14 (DC-TM4F2) (Transmembrane 4 superfamily member 14)",TSPAN14,18568,1994,1759,29219,14421,2872,17481,3242,16517
Q8TDL5,"BPI fold-containing family B member 1 (Long palate, lung and nasal epithelium carcinoma-associated protein 1) (von Ebner minor salivary gland protein, VEMSGP)",BPIFB1,1934,182,1139,5653,39111,16957,2836,12494,24334
Q8WUM4,"Programmed cell death 6-interacting protein, PDCD6-interacting protein (ALG-2-interacting protein 1) (ALG-2-interacting protein X) (Hp95)",PDCD6IP,2677,6944,23753,2392,275,17454,18525,27215,13991
Q8WXI7,"Mucin-16, MUC-16 (Ovarian cancer-related tumor marker CA125, CA-125) (Ovarian carcinoma antigen CA125)",MUC16,93631,34853,83816,1219,5695,48989,57965,19953,1387
Q92743,"Serine protease HTRA1, EC 3.4.21.- (High-temperature requirement A serine peptidase 1) (L56) (Serine protease 11)",HTRA1,81787,11666,2441,0,68276,6323,2236,778,595
Q92820,"Gamma-glutamyl hydrolase, EC 3.4.19.9 (Conjugase) (GH) (Gamma-Glu-X carboxypeptidase)",GGH,2399,21998,34249,1572,1183,24673,35226,17644,3498
Q93045,"Stathmin-2 (Superior cervical ganglion-10 protein, Protein SCG10)",STMN2,72763,47423,74373,0,11417,2945,45198,49321,22298
Q969H8,"Myeloid-derived growth factor, MYDGF",MYDGF,1316,13391,3363,12595,1866,12791,19328,1776,227
Q96AE4,"Far upstream element-binding protein 1, FBP, FUSE-binding protein 1 (DNA helicase V, hDH V)",FUBP1,0,63756,0,62469,78428,984,1723,1851,95655
Q96C19,EF-hand domain-containing protein D2 (Swiprosin-1),EFHD2,0,1697,11242,6337,0,17368,43278,29495,49941
Q96CX2,BTB/POZ domain-containing protein KCTD12 (Pfetin) (Predominantly fetal expressed T1 domain),KCTD12,0,1888,7222,1385,1433,3464,2712,4267,343
Q96DA0,Zymogen granule protein 16 homolog B,ZG16B,0,71923,41257,12886,52868,22835,41413,3213,2333
Q96G03,"Phosphopentomutase, EC 5.4.2.7 (Glucose phosphomutase 2) (Phosphodeoxyribomutase) (Phosphoglucomutase-2, EC 5.4.2.2)",PGM2,0,14545,1485,71528,83556,14268,4472,34632,23837
Q96IU4,"Putative protein-lysine deacylase ABHD14B, EC 2.3.1.- (Alpha/beta hydrolase domain-containing protein 14B, Abhydrolase domain-containing protein 14B) (CCG1-interacting factor B)",ABHD14B,398,59453,34411,6725,25686,78841,11524,31373,2968
Q96KP4,"Cytosolic non-specific dipeptidase, EC 3.4.13.18 (CNDP dipeptidase 2) (Glutamate carboxypeptidase-like protein 1) (Peptidase A) (Threonyl dipeptidase)",CNDP2,0,19,29771,25842,48648,15699,13356,35797,7998
Q96NL6,Sodium channel and clathrin linker 1 (Sodium channel-associated protein 1),SCLT1,3538,2675,0,4325,6161,45115,36457,18355,32477
Q96NY7,Chloride intracellular channel protein 6 (Parchorin),CLIC6,54381,25113,95818,88816,36384,6248,13622,53253,15666
Q96PD5,"N-acetylmuramoyl-L-alanine amidase, EC 3.5.1.28 (Peptidoglycan recognition protein 2) (Peptidoglycan recognition protein long, PGRP-L)",PGLYRP2,3869,0,24793,4988,18385,16395,11926,32237,3865
Q96QR1,"Secretoglobin family 3A member 1 (Cytokine HIN-1) (High in normal 1) (Pneumo secretory protein 2, PnSP-2) (Uteroglobin-related protein 2)",SCGB3A1,0,43945,1576,39448,2763,97768,19368,82796,39714
Q99102,"Mucin-4, MUC-4 (Ascites sialoglycoprotein, ASGP) (Pancreatic adenocarcinoma mucin) (Testis mucin) (Tracheobronchial mucin) [Cleaved into: Mucin-4 alpha chain (Ascites sialoglycoprotein 1, ASGP-1); Mucin-4 beta chain (Ascites sialoglycoprotein 2, ASGP-2) ]",MUC4,742,34198,2955,2211,1978,11746,19554,17864,41628
Q99439,"Calponin-2 (Calponin H2, smooth muscle) (Neutral calponin)",CNN2,42137,12676,9197,0,7931,17713,45184,46431,28785
Q99497,"Parkinson disease protein 7 (Maillard deglycase) (Oncogene DJ1) (Parkinsonism-associated deglycase) (Protein DJ-1, DJ-1) (Protein/nucleic acid deglycase DJ-1, EC 3.1.2.-, EC 3.5.1.-, EC 3.5.1.124)",PARK7,17432,74132,54646,3738,64791,13652,1173,12648,83146
Q99536,"Synaptic vesicle membrane protein VAT-1 homolog, EC 1.-.-.-",VAT1,1451,26876,19835,82294,12455,33244,13363,45138,55146
Q99828,"Calcium and integrin-binding protein 1, CIB (Calcium- and integrin-binding protein, CIBP) (Calmyrin) (DNA-PKcs-interacting protein) (Kinase-interacting protein, KIP) (SNK-interacting protein 2-28, SIP2-28)",CIB1,2762,9846,145,179,44741,49892,5496,38692,28267
Q99832,"T-complex protein 1 subunit eta, TCP-1-eta (CCT-eta) (HIV-1 Nef-interacting protein) [Cleaved into: T-complex protein 1 subunit eta, N-terminally processed ]",CCT7,0,52171,0,34231,15514,21421,8328,25796,14216
Q99878,Histone H2A type 1-J (Histone H2A/e),H2AC14,13393,28872,19688,6215,5694,94555,1569,2981,187
Q99880,"Histone H2B type 1-L (Histone H2B.c, H2B/c)",H2BC13,43192,98984,68512,1457,9378,1267,34638,4719,13246
Q9BRA2,"Thioredoxin domain-containing protein 17 (14 kDa thioredoxin-related protein, TRP14) (Protein 42-9-9) (Thioredoxin-like protein 5)",TXNDC17,0,0,1346,77552,13385,3466,7628,28762,21492
Q9BRF8,"Serine/threonine-protein phosphatase CPPED1, EC 3.1.3.16 (Calcineurin-like phosphoesterase domain-containing protein 1) (Complete S-transactivated protein 1)",CPPED1,13949,26653,2554,6155,97982,3131,6871,47117,31682
